date,name,event,location,location_link,organizer,status,reg_type,entry_fee,players,tags
10/24/2024 2:30 AM CEST,Lorcana 1v1 10/23/24,https://melee.gg/Tournament/View/160625,"756 Falls AveTwin Falls, ID 83301US",https://www.google.com/maps/dir/?api=1&destination=756%20Falls%20Ave%2C%20Twin%20Falls%2C%20ID%2083301,Black Dragon Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 2:30 AM CEST,Shimmering Skies League - Round 3 Week 2,https://melee.gg/Tournament/View/169552,"3245 West 7800 SouthWest Jordan, Utah 84088US",https://www.google.com/maps/dir/?api=1&destination=3245%20West%207800%20South%2C%20West%20Jordan%2C%20Utah%2084088,Game Haven West Jordan,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 2:00 AM CEST,Weekend Wizards Pack Rush,https://melee.gg/Tournament/View/166468,"1325 W Lockeford StLodi, CA 95242US",https://www.google.com/maps/dir/?api=1&destination=1325%20W%20Lockeford%20St%2C%20Lodi%2C%20CA%2095242,Weekend Wizards,Registration,Open Registration,,3,"['Disney Lorcana', 'Tabletop']"
10/24/2024 2:00 AM CEST,SK R3 Week 3,https://melee.gg/Tournament/View/170353,"1410 N Conway Ave Ste ESte. EMission, TX 78572US",https://www.google.com/maps/dir/?api=1&destination=1410%20N%20Conway%20Ave%20Ste%20E%2C%20Mission%2C%20TX%2078572,The Pocket,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 2:00 AM CEST,Disney/Lorcana Tournament/League,https://melee.gg/Tournament/View/170482,,,Forever After Antiques and Collectibles Inc,Registration,Open Registration,,11,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:30 AM CEST,Weekly Lorcana Tournament,https://melee.gg/Tournament/View/144423,"1509 Texas AveLubbock, TX 79414US",https://www.google.com/maps/dir/?api=1&destination=1509%20Texas%20Ave%2C%20Lubbock%2C%20TX%2079414,Mad Hatter's House of Games,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 1:30 AM CEST,Lorcana Weekly - 10-23-2024,https://melee.gg/Tournament/View/160394,"1883B Deer Park AvenueDeer Park, NY 11729US",https://www.google.com/maps/dir/?api=1&destination=1883B%20Deer%20Park%20Avenue%2C%20Deer%20Park%2C%20NY%2011729,Rip N Ship Gaming,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:15 AM CEST,10-23-2024 Wednesday,https://melee.gg/Tournament/View/168558,"5960 Angola RoadSuite 2Toledo, OH 43615US",https://www.google.com/maps/dir/?api=1&destination=5960%20Angola%20Road%2C%20Toledo%2C%20OH%2043615,Refined Gaming LLC,Registration,Invite Only,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:00 AM CEST,Disney Lorcana Constructed League,https://melee.gg/Tournament/View/157506,"124 Cass StSuite 2Woodstock, IL 60098US",https://www.google.com/maps/dir/?api=1&destination=124%20Cass%20St%2C%20Woodstock%2C%20IL%2060098,"Griffonest Games, LLC",Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 1:00 AM CEST,JC's House of Card's Lorcana October Week 4 League,https://melee.gg/Tournament/View/162233,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,JC's House of Cards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:00 AM CEST,Disney Lorcana Weekly at Gotham City Hobbies (Wednesday),https://melee.gg/Tournament/View/162367,"70 Route 109West Babylon, New York 11704US",https://www.google.com/maps/dir/?api=1&destination=70%20Route%20109%2C%20West%20Babylon%2C%20New%20York%2011704,Gotham City Hobbies,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 1:00 AM CEST,Lorcana Saison 5 Round 3 Semaine 3,https://melee.gg/Tournament/View/166237,"6505 Rue Des EcoresMontreal, QC H2G 2J8CA",https://www.google.com/maps/dir/?api=1&destination=6505%20Rue%20Des%20Ecores%2C%20Montreal%2C%20QC%20H2G%202J8,Randolph Pub Ludique Rosemont,Registration,Invite Only,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:00 AM CEST,Lorcana Casual League Night,https://melee.gg/Tournament/View/166402,,,Gift of Games - Grayslake,Registration,Open Registration,,0,['Disney Lorcana']
10/24/2024 1:00 AM CEST,Lorcana TCG Learn to Play,https://melee.gg/Tournament/View/168600,"350 North York StreetBasementElmhurst, Illinois 60126US",https://www.google.com/maps/dir/?api=1&destination=350%20North%20York%20Street%2C%20Elmhurst%2C%20Illinois%2060126,Giorgi's Game Spot,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 1:00 AM CEST,Lorcana Weekly,https://melee.gg/Tournament/View/169716,"13093 Highway 9 NSuite 150Alpharetta, GA 30004US",https://www.google.com/maps/dir/?api=1&destination=13093%20Highway%209%20N%2C%20Alpharetta%2C%20GA%2030004,SUPER GAMES INC,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 1:00 AM CEST,Lorcana League,https://melee.gg/Tournament/View/170177,"3902 13th Ave SSte 100Fargo, ND 58103US",https://www.google.com/maps/dir/?api=1&destination=3902%2013th%20Ave%20S%2C%20Fargo%2C%20ND%2058103,JWW Sports Cards & Gaming,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:30 AM CEST,Locals,https://melee.gg/Tournament/View/149404,"1314 Whipple Ave. NWCanton, OH 44708US",https://www.google.com/maps/dir/?api=1&destination=1314%20Whipple%20Ave.%20NW%2C%20Canton%2C%20OH%2044708,Battlegrounds to Board Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:30 AM CEST,Lorcana Weekly League Play,https://melee.gg/Tournament/View/154790,"598 Columbia TpkeEast Greenbush, NY 12061US",https://www.google.com/maps/dir/?api=1&destination=598%20Columbia%20Tpke%2C%20East%20Greenbush%2C%20NY%2012061,Flipside Gaming,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 12:30 AM CEST,NLG Disney Lorcana Locals 10/23/2024,https://melee.gg/Tournament/View/162160,"1217 E Stroop RdKettering, OH 45429US",https://www.google.com/maps/dir/?api=1&destination=1217%20E%20Stroop%20Rd%2C%20Kettering%2C%20OH%2045429,NoLimitGaming,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 12:30 AM CEST,Wednesday Night Lorcana,https://melee.gg/Tournament/View/168893,"5015 Wrightsville AveWilmington, NC 28403US",https://www.google.com/maps/dir/?api=1&destination=5015%20Wrightsville%20Ave%2C%20Wilmington%2C%20NC%2028403,Cape Fear Collectibles,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:30 AM CEST,Lorcana Weekly Play,https://melee.gg/Tournament/View/170331,"305 Sw C AveLawton, OK 73501US",https://www.google.com/maps/dir/?api=1&destination=305%20Sw%20C%20Ave%2C%20Lawton%2C%20OK%2073501,Carolina Comics,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Lorcana Weekly Constructed Week 11,https://melee.gg/Tournament/View/157486,"7991 Broadview RoadBroadview Heights, OH 44147US",https://www.google.com/maps/dir/?api=1&destination=7991%20Broadview%20Road%2C%20Broadview%20Heights%2C%20OH%2044147,Gold & Glory Gaming,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Wednesday Night Lorcana,https://melee.gg/Tournament/View/157682,"1296 Boul. Cure-labelleLaval, Quebe  H7v2v9CA",https://www.google.com/maps/dir/?api=1&destination=1296%20Boul.%20Cure-labelle%2C%20Laval%2C%20Quebe%20%20H7v2v9%20,Always Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Lorcana League,https://melee.gg/Tournament/View/157924,"25 Main St25 Main Street, Suite 1Wellsboro, PA 16901US",https://www.google.com/maps/dir/?api=1&destination=25%20Main%20St%2C%20Wellsboro%2C%20PA%2016901,Pop's Culture Shoppe,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Lorcana Open League,https://melee.gg/Tournament/View/161887,"111 South Meridian StreetIndianapolis, IN 46225US",https://www.google.com/maps/dir/?api=1&destination=111%20South%20Meridian%20Street%2C%20Indianapolis%2C%20IN%2046225,Good Games - Indianapolis,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 12:00 AM CEST,Lorcana Locals @ Emmett's ToyStop (October 23rd @ 6 PM),https://melee.gg/Tournament/View/162013,"5324 Dundas Street WestToronto, ON M9B 1B4CA",https://www.google.com/maps/dir/?api=1&destination=5324%20Dundas%20Street%20West%2C%20Toronto%2C%20ON%20M9B%201B4,Emmett's ToyStop,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Lorcana Locals League - Round 3 - Week 3,https://melee.gg/Tournament/View/165247,"963 Garrisonville RoadSTE 104Stafford, Virginia 22556US",https://www.google.com/maps/dir/?api=1&destination=963%20Garrisonville%20Road%2C%20Stafford%2C%20Virginia%2022556,Crimson Kings,Registration,Open Registration,,5,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Shimmering Skies League - R3 W3,https://melee.gg/Tournament/View/170059,"501 CONGAREE RDUNIT 8102GREENVILLE, SC 29607US",https://www.google.com/maps/dir/?api=1&destination=501%20CONGAREE%20RD%20%2C%20GREENVILLE%2C%20SC%2029607,BRYAN SPORTS CARDS & MORE,Registration,Invite Only,,0,['Disney Lorcana']
10/24/2024 12:00 AM CEST,Disney Lorcana Wednesday League - Free,https://melee.gg/Tournament/View/170371,"1949 Lansing AveJackson, MI 49202US",https://www.google.com/maps/dir/?api=1&destination=1949%20Lansing%20Ave%2C%20Jackson%2C%20MI%2049202,The Arena Jackson,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/24/2024 12:00 AM CEST,Imaginaire Pointe-Claire Weekly Lorcana,https://melee.gg/Tournament/View/170451,"6801 Trans-Canada Hwy2Pointe-Claire, Québec H9R 5J2CA",https://www.google.com/maps/dir/?api=1&destination=6801%20Trans-Canada%20Hwy%2C%20Pointe-Claire%2C%20Qu%C3%A9bec%20H9R%205J2,Imaginaire Pointe-Claire,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/24/2024 12:00 AM CEST,Lorcana League,https://melee.gg/Tournament/View/170463,"207 W Main StCarbondale, IL 62901US",https://www.google.com/maps/dir/?api=1&destination=207%20W%20Main%20St%2C%20Carbondale%2C%20IL%2062901,Castle Perilous Games & Books,Registration,Open Registration,,0,['Disney Lorcana']
Wednesday at 11:00 PM CEST,Lorcana Weekly League Play,https://melee.gg/Tournament/View/162122,"4645 West Market StreetSuite AGreensboro, NC 27407US",https://www.google.com/maps/dir/?api=1&destination=4645%20West%20Market%20Street%2C%20Greensboro%2C%20NC%2027407,Dragon's Hoard,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 9:00 PM CEST,Disney Lorcana Lega settimanale Girone 3 Tappa 2/4 - Game Firenze,https://melee.gg/Tournament/View/165910,"via Francesco Baracca 168/RFirenze, Toscana 50127IT",https://www.google.com/maps/dir/?api=1&destination=via%20Francesco%20Baracca%20168%2FR%2C%20Firenze%2C%20Toscana%2050127,Game srl,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 9:00 PM CEST,Lorcana: Weekly Tournament,https://melee.gg/Tournament/View/166628,"Corso Buenos Aires 10RGenova, GE 16129IT",https://www.google.com/maps/dir/?api=1&destination=Corso%20Buenos%20Aires%2010R%2C%20Genova%2C%20GE%2016129,Arcadia Comics And Games Genova,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 8:30 PM CEST,Lorcana: Look At This Family - Win A Lucca Comics Ticket & Tournament,https://melee.gg/Tournament/View/166682,"Corso Buenos Aires 10RGenova, GE 16129IT",https://www.google.com/maps/dir/?api=1&destination=Corso%20Buenos%20Aires%2010R%2C%20Genova%2C%20GE%2016129,Arcadia Comics And Games Genova,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 8:00 PM CEST,Problemi negli Abissi – COOP – Odissea Vicenza,https://melee.gg/Tournament/View/153061,"Contra Mure Porta Nova, 34Vicenza, Vicenza 36100IT",https://www.google.com/maps/dir/?api=1&destination=Contra%20Mure%20Porta%20Nova%2C%2034%2C%20Vicenza%2C%20Vicenza%2036100,ODISSEA Vicenza,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 8:00 PM CEST,Disney Lorcana Bristol - 23rd October 2024,https://melee.gg/Tournament/View/170259,"11-16 Cater RoadBRISTOL, County (optional) BS13 7TWGB",https://www.google.com/maps/dir/?api=1&destination=11-16%20Cater%20Road%2C%20BRISTOL%2C%20County%20(optional)%20BS13%207TW,Bristol Independent Gaming Ltd,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 7:30 PM CEST,Artefacts - Construit Ligue,https://melee.gg/Tournament/View/170554,"52 rue du MirailBordeaux, Aquitaine 33000FR",https://www.google.com/maps/dir/?api=1&destination=52%20rue%20du%20Mirail%2C%20Bordeaux%2C%20Aquitaine%2033000,Artefacts Bordeaux,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 7:00 PM CEST,Tournoi Ligue S.05,https://melee.gg/Tournament/View/161028,"334 B avenue Jean JaurèsLa Sentinelle, Hauts-de-France 59174FR",https://www.google.com/maps/dir/?api=1&destination=334%20B%20avenue%20Jean%20Jaur%C3%A8s%2C%20La%20Sentinelle%2C%20Hauts-de-France%2059174,LUDITHORYNQUE,Registration,Open Registration,,12,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 7:00 PM CEST,Tournoi construit Lorcana,https://melee.gg/Tournament/View/162716,"127 Rue Du MolinelLille, NO 59800FR",https://www.google.com/maps/dir/?api=1&destination=127%20Rue%20Du%20Molinel%2C%20Lille%2C%20NO%2059800,AU BEAU JEU,Registration,Open Registration,,2,"['Disney Lorcana', 'Tabletop']"
Wednesday at 7:00 PM CEST,Tournoi LORCANA #18- Construit Bo2,https://melee.gg/Tournament/View/168858,"220 cours Maréchal GallieniTalence , Gironde  33400FR",https://www.google.com/maps/dir/?api=1&destination=220%20cours%20Mar%C3%A9chal%20Gallieni%2C%20Talence%20%2C%20Gironde%20%2033400,GS EVENTS,Registration,Open Registration,,3,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 7:00 PM CEST,Multi LORCANA du Mercredi,https://melee.gg/Tournament/View/170611,"4 Avenue Hélène BoucherIstres, Bouches-du-Rhône 13800FR",https://www.google.com/maps/dir/?api=1&destination=4%20Avenue%20H%C3%A9l%C3%A8ne%20Boucher%2C%20Istres%2C%20Bouches-du-Rh%C3%B4ne%2013800,GAME ME MORE,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 6:30 PM CEST,erdlingshop Liga,https://melee.gg/Tournament/View/168996,"Badenstr. 10ErdgeschossStralsund, Mecklenburg-Vorpommern 18439DE",https://www.google.com/maps/dir/?api=1&destination=Badenstr.%2010%2C%20Stralsund%2C%20Mecklenburg-Vorpommern%2018439,Erdlingshop Marian Voigt,Registration,Open Registration,,2,"['Disney Lorcana', 'Tabletop']"
Wednesday at 6:10 PM CEST,Disneydags,https://melee.gg/Tournament/View/170025,"Djäknegatan 2AMalmö, Skåne 21135SE",https://www.google.com/maps/dir/?api=1&destination=Dj%C3%A4knegatan%202A%2C%20Malm%C3%B6%2C%20Sk%C3%A5ne%2021135,Playoteket A.B.,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 6:05 PM CEST,Disney Lorcana: Store Tournament – Constructed,https://melee.gg/Tournament/View/152769,"Segerothstraße 79aEssen, NW 45141DE",https://www.google.com/maps/dir/?api=1&destination=Segerothstra%C3%9Fe%2079a%2C%20Essen%2C%20NW%2045141,White Rabbit - Community Game Store (Essen),Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 6:00 PM CEST,Lorcana League Play,https://melee.gg/Tournament/View/160607,"224 E HughittUnit 3Iron Mountain, Michigan 49801US",https://www.google.com/maps/dir/?api=1&destination=224%20E%20Hughitt%2C%20Iron%20Mountain%2C%20Michigan%2049801,"Bored Bard Games, LLC",Registration,Open Registration,,0,['Disney Lorcana']
Wednesday at 6:00 PM CEST,Disney Lorcana Standard Liga 23.10.24,https://melee.gg/Tournament/View/165521,"Benzstraße 16cMain-Kinzig-Kreis, HE 63457DE",https://www.google.com/maps/dir/?api=1&destination=Benzstra%C3%9Fe%2016c%2C%20Main-Kinzig-Kreis%2C%20HE%2063457,Cardbuddys,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 5:30 PM CEST,Manaquelle Luminari,https://melee.gg/Tournament/View/151976,"Theodor-Storm-Straße 35Bad Segeberg, Schleswig-Holstein 23795DE",https://www.google.com/maps/dir/?api=1&destination=Theodor-Storm-Stra%C3%9Fe%2035%2C%20Bad%20Segeberg%2C%20Schleswig-Holstein%2023795,Manaquelle (Broberg & Meyer GbR),Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 5:30 PM CEST,Shimmering Skies Weekly Constructed Liga  (8/12),https://melee.gg/Tournament/View/167769,"Daimlerstr. 10Bardowick, Niedersachen 21357DE",https://www.google.com/maps/dir/?api=1&destination=Daimlerstr.%2010%2C%20Bardowick%2C%20Niedersachen%2021357,Fantasy-Kontor,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
Wednesday at 5:00 PM CEST,Disney Lorcana TCG - Turniej Constructed + Spotkanie Ligowe,https://melee.gg/Tournament/View/158044,"Gazownicza21ABielsko-Biała, Śląskie 43-300PL",https://www.google.com/maps/dir/?api=1&destination=Gazownicza%2C%20Bielsko-Bia%C5%82a%2C%20%C5%9Al%C4%85skie%2043-300,"Centrum Hobbystyczne ""Strefa""",Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 5:00 PM CEST,Disney Lorcana - Himmelsleuchten Liga,https://melee.gg/Tournament/View/170561,"Lübecker Straße 10Schwerin, Mecklenburg-Vorpommern 19053DE",https://www.google.com/maps/dir/?api=1&destination=L%C3%BCbecker%20Stra%C3%9Fe%2010%2C%20Schwerin%2C%20Mecklenburg-Vorpommern%2019053,Das Atom,Registration,Open Registration,,4,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 4:30 PM CEST,Local 23.10.24,https://melee.gg/Tournament/View/165971,"Wallstr. 5Dinslaken, NRW 46535DE",https://www.google.com/maps/dir/?api=1&destination=Wallstr.%205%2C%20Dinslaken%2C%20NRW%2046535,Ghostcards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 4:30 PM CEST,Ligue,https://melee.gg/Tournament/View/169965,"10 Rue SabaterieCastres, TA 81100FR",https://www.google.com/maps/dir/?api=1&destination=10%20Rue%20Sabaterie%2C%20Castres%2C%20TA%2081100,Exploration Ludique,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 10:00 AM CEST,Disney Lorcana - Casual Event,https://melee.gg/Tournament/View/157769,"1/160-164 Maroondah HwyRingwood, Victoria 3134AU",https://www.google.com/maps/dir/?api=1&destination=1%2F160-164%20Maroondah%20Hwy%2C%20Ringwood%2C%20Victoria%203134,Games Portal,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 10:00 AM CEST,Demo,https://melee.gg/Tournament/View/165438,"Via del Coppetta 12/14APERUGIA, ITALIA 06124IT",https://www.google.com/maps/dir/?api=1&destination=Via%20del%20Coppetta%2012%2F14A%2C%20PERUGIA%2C%20ITALIA%2006124,Starhop Perugia,Registration,Open Registration,,1,['Disney Lorcana']
Wednesday at 9:45 AM CEST,General Games Chirnside Lorcana Locals 23/10/24,https://melee.gg/Tournament/View/153577,"Shopping Centre, shop 5b/239 Maroondah HwyChirnside Park, Victoria 3116AU",https://www.google.com/maps/dir/?api=1&destination=Shopping%20Centre%2C%20shop%205b%2F239%20Maroondah%20Hwy%2C%20Chirnside%20Park%2C%20Victoria%203116,General Games Chirnside Park,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 7:30 AM CEST,CMH Lorcana Weekly Wednesday Hobby,https://melee.gg/Tournament/View/160762,"660 Victoria StreetHamilton CentralHamilton, Waikato 3204NZ",https://www.google.com/maps/dir/?api=1&destination=660%20Victoria%20Street%2C%20Hamilton%2C%20Waikato%203204,Card Merchant Hamilton,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 5:00 AM CEST,Wizard's Lorcana Draft,https://melee.gg/Tournament/View/147885,"S4 23Mannheim, BW 68161DE",https://www.google.com/maps/dir/?api=1&destination=S4%2023%2C%20Mannheim%2C%20BW%2068161,Wizard´s Well,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 4:30 AM CEST,Krazy Tuesday Night Lorcana,https://melee.gg/Tournament/View/149633,"13327 Artesia BlvdCerritos, CA 90703US",https://www.google.com/maps/dir/?api=1&destination=13327%20Artesia%20Blvd%2C%20Cerritos%2C%20CA%2090703,Krazy Nicks Games,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 4:30 AM CEST,Comic Tempel Lorcana Turnier,https://melee.gg/Tournament/View/159980,"Richard-Wagner-Straße 10ABrühl ArkadeLeipzig, Sachsen 04109DE",https://www.google.com/maps/dir/?api=1&destination=Richard-Wagner-Stra%C3%9Fe%2010A%2C%20Leipzig%2C%20Sachsen%2004109,Comic Tempel,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 4:05 AM CEST,10/22 Lorcana Weekly,https://melee.gg/Tournament/View/169812,"10128 Indiana AveRiverside, CA 92503US",https://www.google.com/maps/dir/?api=1&destination=10128%20Indiana%20Ave%2C%20Riverside%2C%20CA%2092503,Top Deck Keep,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 4:00 AM CEST,WildCardCyclone Lorcana League Local Season 5 Round 3 Week 3,https://melee.gg/Tournament/View/165151,"9614 Las Tunas DrTemple City, California 91780US",https://www.google.com/maps/dir/?api=1&destination=9614%20Las%20Tunas%20Dr%2C%20Temple%20City%2C%20California%2091780,WildCardCyclone,Registration,Open Registration,,1,"['Core', 'Disney Lorcana', 'Tabletop']"
Wednesday at 3:00 AM CEST,Tuesday Night Lorcana League - Season 5 Week 11,https://melee.gg/Tournament/View/158133,"10200 SW Allen BoulevardBeaverton, OR 97005US",https://www.google.com/maps/dir/?api=1&destination=10200%20SW%20Allen%20Boulevard%2C%20Beaverton%2C%20OR%2097005,Gongaii Games,Registration,Open Registration,,1,"['Core', 'Disney Lorcana']"
Wednesday at 3:00 AM CEST,Comic Quest League -Shimmering Skies Week 11,https://melee.gg/Tournament/View/161640,"23811 Bridger Rd #111Lake Forest, CA 92630US",https://www.google.com/maps/dir/?api=1&destination=23811%20Bridger%20Rd%20%23111%2C%20Lake%20Forest%2C%20CA%2092630,"COMIC QUEST (Lake Forest, CA)",Registration,Open Registration,,0,['Disney Lorcana']
Wednesday at 3:00 AM CEST,Disney Lorcana: Social Night,https://melee.gg/Tournament/View/170470,"689 Third StreetSan Francisco, CA 94107-1901US",https://www.google.com/maps/dir/?api=1&destination=689%20Third%20Street%2C%20San%20Francisco%2C%20CA%2094107-1901,"Game Post of San Francisco, LLC",Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana']"
Wednesday at 2:30 AM CEST,Bandito's Casual Play Lorcana,https://melee.gg/Tournament/View/170261,"3509 Hyridge DriveAustin, TX 78759US",https://www.google.com/maps/dir/?api=1&destination=3509%20Hyridge%20Drive%2C%20Austin%2C%20TX%2078759,Bandito Comics,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop']"
Wednesday at 2:00 AM CEST,Spielbound Lorcana Weekly League 10/22,https://melee.gg/Tournament/View/156255,"3229 Harney StOmaha, Nebraska 68131US",https://www.google.com/maps/dir/?api=1&destination=3229%20Harney%20St%2C%20Omaha%2C%20Nebraska%2068131,Spielbound Board Game Cafe,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
Wednesday at 2:00 AM CEST,Shimmering Skies 3.2,https://melee.gg/Tournament/View/169612,"1113 N Eastman RdKingsport, TN 37664",https://www.google.com/maps/dir/?api=1&destination=1113%20N%20Eastman%20Rd%2C%20Kingsport%2C%20TN%2037664,Cardboard Shuffle,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 1:30 AM CEST,Disney Lorcana,https://melee.gg/Tournament/View/159402,"225 BroadwayHannibal, MO 63401US",https://www.google.com/maps/dir/?api=1&destination=225%20Broadway%2C%20Hannibal%2C%20MO%2063401,GAME ARENA,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
Wednesday at 1:00 AM CEST,Monthly Disney Lorcana Tournament,https://melee.gg/Tournament/View/139789,"1009 Main StreetBastrop, TX 78602US",https://www.google.com/maps/dir/?api=1&destination=1009%20Main%20Street%20%2C%20Bastrop%2C%20TX%2078602,Force of Will Gaming,Registration,Open Registration,,1,"['Free Form', 'Disney Lorcana', 'Tabletop']"
Wednesday at 1:00 AM CEST,Lorcana Core,https://melee.gg/Tournament/View/145597,"140 Buchanan St NSuite 152Cambridge, MN 55008US",https://www.google.com/maps/dir/?api=1&destination=140%20Buchanan%20St%20N%2C%20Cambridge%2C%20MN%2055008,The Gamers Den,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 1:00 AM CEST,Shimmering Skies Round 3 Game 1,https://melee.gg/Tournament/View/152327,"30 W Montgomery XrdSuite BSavannah, GA 31406US",https://www.google.com/maps/dir/?api=1&destination=30%20W%20Montgomery%20Xrd%2C%20Savannah%2C%20GA%2031406,Morningstar Games,Registration,Open Registration,$15.00 + $1.76,0,"['Core', 'Disney Lorcana', 'Tabletop']"
Wednesday at 1:00 AM CEST,Game 3 Tuesday Locals,https://melee.gg/Tournament/View/153270,"2828 Kingsway DrOakville, ON L6J 7M2CA",https://www.google.com/maps/dir/?api=1&destination=2828%20Kingsway%20Dr%2C%20Oakville%2C%20ON%20L6J%207M2,Game 3 TCG & Hobby,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
Wednesday at 1:00 AM CEST,Lorcana @ Lobos,https://melee.gg/Tournament/View/157627,"1921 e colonial drorlando, florida 32803US",https://www.google.com/maps/dir/?api=1&destination=1921%20e%20colonial%20dr%2C%20orlando%2C%20florida%2032803,LoboCards,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
